ubigeo;distrito;centro_poblado;region_natural;altitud_msnm;pob_2017;categoria_ign;lon;lat;fuente_coord
060602;Callayuc;Callayuc;Yunga fluvial;1558;585;PUEBLO;-78.91039958399995;-6.18081852399996;IGN
060602;Callayuc;Sector El Campo;Yunga fluvial;2073;503;;-78.98865035999995;-6.053679598999963;INEI
060602;Callayuc;Queromarca;Yunga fluvial;1863;438;CASERÃO;-79.00470116599996;-6.088505858999952;IGN
060602;Callayuc;San Jose;Yunga fluvial;1987;433;CASERÃO;-78.92865429299997;-6.11810742199998;IGN
060602;Callayuc;San Isidro;Yunga fluvial;1589;429;CASERÃO;-78.90446526799997;-6.19513819499997;IGN
060602;Callayuc;Chaquimayo;Rupa Rupa;1180;320;CASERÃO;-78.86271001699998;-6.185006892999979;INEI
060602;Callayuc;Cumbe;Yunga fluvial;1833;301;PUEBLO;-78.89326102799998;-6.23735983399996;IGN
060602;Callayuc;La Conga Tunas;Yunga fluvial;1884;281;;-78.93166985999994;-6.065759598999932;INEI
060602;Callayuc;Huabal;Yunga fluvial;1588;278;CASERÃO;-78.92734374499997;-6.088994140999944;IGN
060602;Callayuc;San Juan De Chiple (Chiple);Rupa Rupa;710;235;CASERÃO;-78.89994733099996;-6.049251952999953;IGN
060602;Callayuc;Churaz;Yunga fluvial;2040;230;;-78.93260967599997;-6.077399008999976;IGN
060602;Callayuc;Santa Teresa De Queromarca;Yunga fluvial;1926;190;;-79.01300973499997;-6.090519348999976;INEI
060602;Callayuc;Batancillo;Yunga fluvial;2012;181;;-78.93924160999995;-6.135380848999944;INEI
060602;Callayuc;Yapana;Yunga fluvial;1769;177;CASERÃO;-78.92794206199994;-6.215867795999941;IGN
060602;Callayuc;Ilucan;Yunga fluvial;1904;167;CASERÃO;-79.01717635199998;-6.087718589999952;INEI
060602;Callayuc;Santa Rosa;Yunga fluvial;1767;163;;;;
060602;Callayuc;Cuchea;Yunga fluvial;1719;158;;-78.89470898699994;-6.207456473999969;INEI
060602;Callayuc;Santa Clara;Rupa Rupa;1449;156;PUEBLO;-78.84534570099999;-6.163564452999935;IGN
060602;Callayuc;Viluco;Yunga fluvial;1816;155;;-78.95507344299995;-6.15941294199996;IGN
060602;Callayuc;San Juan Bautista;Yunga fluvial;1733;153;;;;
060602;Callayuc;Vista Alegre;Yunga fluvial;1664;147;CASERÃO;-78.90673007399994;-6.230079946999979;IGN
060602;Callayuc;Santa Rita;Yunga fluvial;1536;139;CASERÃO;-78.89436913899993;-6.191593749999981;IGN
060602;Callayuc;Chontas Altas;Yunga fluvial;1569;137;;-78.89443161099996;-6.153539098999943;INEI
060602;Callayuc;San Juan De Chorrillos;Yunga fluvial;1970;132;;-78.92241011199997;-6.234279348999962;INEI
060602;Callayuc;Chorrillos;Yunga fluvial;1754;131;CASERÃO;-78.91314275799994;-6.215532842999949;IGN
060602;Callayuc;Lagunas;Rupa Rupa;1126;124;CASERÃO;-78.86239804299998;-6.165436267999951;IGN
060602;Callayuc;El Salloc;Yunga fluvial;1835;122;;-78.92701598599996;-6.185257598999954;INEI
060602;Callayuc;Matara;Rupa Rupa;843;116;ANEXO;-79.01804492099996;-6.049855467999976;INEI
060602;Callayuc;El Pindo;Rupa Rupa;1004;114;CASERÃO;-79.01961333599996;-6.073397538999927;IGN
060602;Callayuc;Union San Jose;Rupa Rupa;1386;113;;-78.92865036099994;-6.118109223999966;INEI
060602;Callayuc;Agua Dulce;Rupa Rupa;1482;106;CASERÃO;-78.93435741799993;-6.052939452999965;INEI
060602;Callayuc;La Union;Yunga fluvial;1986;106;CASERÃO;-78.88011975799998;-6.253303309999978;IGN
060602;Callayuc;Gramalotillo;Yunga fluvial;1795;105;;;;
060602;Callayuc;La Palma;Yunga fluvial;1816;104;CASERÃO;-78.94082917099996;-6.135443374999966;IGN
060602;Callayuc;Pampa Grande;Yunga fluvial;1932;99;CASERÃO;-78.90008645899997;-6.233502230999932;IGN
060602;Callayuc;Limon;Rupa Rupa;1484;98;CASERÃO;-78.91248236899997;-6.120205553999938;IGN
060602;Callayuc;Chontas Bajas;Yunga fluvial;1554;97;;-78.90449023599996;-6.166630848999944;INEI
060602;Callayuc;La Libertad;Yunga fluvial;1980;95;CASERÃO;-78.89359098799997;-6.2485061239999595;IGN
060602;Callayuc;Puquio;Yunga fluvial;1632;92;CASERÃO;-78.92059960699999;-6.139925681999955;IGN
060602;Callayuc;San Francisco;Yunga fluvial;1780;92;;;;
060602;Callayuc;Poza Seca;Yunga fluvial;2296;91;;-79.02573048499994;-6.075800598999933;INEI
060602;Callayuc;Sadamayo;Yunga fluvial;1630;90;CASERÃO;-78.82311963299998;-6.178448725999942;IGN
060602;Callayuc;San Juan De Dios;Rupa Rupa;1430;83;CASERÃO;-78.97717382299999;-6.040392577999967;INEI
060602;Callayuc;Pueblo Nuevo;Rupa Rupa;1495;82;;;;
060602;Callayuc;Paccha Miraflores;Yunga fluvial;2224;80;;-78.95632423599994;-6.183131973999934;INEI
060602;Callayuc;Hualamilio;Yunga fluvial;1661;80;;;;
060602;Callayuc;Huertillas;Rupa Rupa;1242;69;CASERÃO;-78.90408104299996;-6.135220702999959;IGN
060602;Callayuc;Merendana;Yunga fluvial;1746;67;CASERÃO;-78.87835156099999;-6.196007811999948;IGN
060602;Callayuc;Llangua;Yunga fluvial;1756;65;CASERÃO;-78.93692968599998;-6.178427733999968;IGN
060602;Callayuc;Las Juntas;Rupa Rupa;932;62;CASERÃO;-78.88872610299995;-6.116294921999952;INEI
060602;Callayuc;Buenos Aires;Rupa Rupa;741;57;CASERÃO;-78.91778124999996;-6.04421874999997;INEI
060602;Callayuc;Shambo;Rupa Rupa;1382;57;;-78.85217186199998;-6.1610107239999365;INEI
060602;Callayuc;Nuevo Morero;Rupa Rupa;1294;54;;-78.92938911099998;-6.047099598999978;INEI
060602;Callayuc;Yube;Yunga fluvial;1731;53;CASERÃO;-78.87982812299998;-6.167230468999946;IGN
060602;Callayuc;Nuevo Huallaquil;Rupa Rupa;1187;50;CASERÃO;-78.92462694799997;-6.083275389999926;INEI
060602;Callayuc;El Triunfo;Yunga fluvial;1662;49;CASERÃO;-78.85306829299998;-6.158681722999972;INEI
060602;Callayuc;El Porvenir;Yunga fluvial;1686;49;CASERÃO;-78.87932616999996;-6.188574218999975;IGN
060602;Callayuc;Filadelfia;Rupa Rupa;1328;48;CASERÃO;-78.93211339199996;-6.14104539799996;INEI
060602;Callayuc;Cuchea Nogal;Yunga fluvial;1878;47;CASERÃO;-78.88342489199994;-6.213837529999978;IGN
060602;Callayuc;Condoan (Chiquitoy);Yunga fluvial;1583;46;;-78.85672011099996;-6.175838848999945;INEI
060602;Callayuc;Santa Fe;Rupa Rupa;1299;45;ANEXO;-78.91246239699996;-6.162812499999973;IGN
060602;Callayuc;Tochepampa;Yunga fluvial;1543;41;CASERÃO;-78.91398437299995;-6.1556894529999795;INEI
060602;Callayuc;Perlamayo;Yunga fluvial;1810;41;CASERÃO;-78.88944755899996;-6.2168777069999805;IGN
060602;Callayuc;La Libertad De Silugan;Rupa Rupa;1352;40;;-78.85431473599994;-6.185237473999962;INEI
060602;Callayuc;Nuevo Porvenir;Rupa Rupa;736;33;CASERÃO;-78.94053124599998;-6.028916014999936;INEI
060602;Callayuc;El Valle;Yunga fluvial;1566;28;;-78.83151148599995;-6.1639147239999375;INEI
060602;Callayuc;La Ladrillera;Rupa Rupa;745;24;;;;
060602;Callayuc;Nuevo Piurita;Yunga fluvial;1648;22;;-78.88821195299994;-6.181664783999963;IGN
060602;Callayuc;Corralitos;Yunga fluvial;1646;6;;;;
060603;Choros;Choros;Rupa Rupa;474;347;PUEBLO;-78.69371940699995;-5.90136001299993;IGN
060603;Choros;San Pedro;Yunga fluvial;1898;319;CASERÃO;-78.75957580099998;-5.963442215999976;IGN
060603;Choros;Mesarume;Rupa Rupa;1299;275;;-78.76281048699997;-5.947320348999938;INEI
060603;Choros;Cuyca;Rupa Rupa;672;252;CASERÃO;-78.85980663999999;-6.009193358999937;IGN
060603;Choros;Vista Alegre;Yunga fluvial;1878;224;CASERÃO;-78.78352148499994;-5.964124999999967;IGN
060603;Choros;El Rollo;Yunga fluvial;1827;219;OTROS;-78.82315795899996;-5.991510114999926;IGN
060603;Choros;San Isidro;Rupa Rupa;1448;175;CASERÃO;-78.79100422899995;-5.929728343999955;IGN
060603;Choros;Miraflores;Yunga fluvial;1633;115;CASERÃO;-78.82998242199994;-5.992558593999945;INEI
060603;Choros;Santa Lucia;Rupa Rupa;692;105;CASERÃO;-78.73565336699994;-5.951083059999974;IGN
060603;Choros;El Almendral;Rupa Rupa;456;94;;-78.71361911199995;-5.788919973999953;INEI
060603;Choros;La Primavera;Rupa Rupa;505;87;CASERÃO;-78.82694035499998;-6.0101254269999345;INEI
060603;Choros;La Succha;Yunga fluvial;1755;75;CASERÃO;-78.80087109399994;-5.943158202999939;IGN
060603;Choros;La Ciruela;Rupa Rupa;466;74;CASERÃO;-78.71884720499997;-5.831663124999977;IGN
060603;Choros;El Faique;Yunga fluvial;1723;73;;;;
060603;Choros;La Balsa;Yunga fluvial;1619;68;CASERÃO;-78.82380664099998;-5.993818358999931;INEI
060603;Choros;Nuevo San Pablo;Rupa Rupa;1201;67;CASERÃO;-78.73349413999995;-5.946412108999937;INEI
060603;Choros;La Perla;Rupa Rupa;515;59;CASERÃO;-78.77983393399995;-5.879080407999936;IGN
060603;Choros;San Antonio;Yunga fluvial;1532;58;CASERÃO;-78.82561913999996;-5.977074218999974;INEI
060603;Choros;La Primavera;Yunga fluvial;1800;58;CASERÃO;-78.82694035499998;-6.0101254269999345;INEI
060603;Choros;La Union;Yunga fluvial;1727;23;CASERÃO;-78.80593163999998;-5.9825371089999635;INEI
060603;Choros;Quintabamba;Rupa Rupa;1378;21;;-78.75443398699997;-5.9375353489999725;INEI
060603;Choros;Miraflores;Rupa Rupa;1415;20;CASERÃO;-78.82998242199994;-5.992558593999945;INEI
060603;Choros;San Pablo;Rupa Rupa;1118;16;CASERÃO;-78.73349413999995;-5.946412108999937;INEI
060603;Choros;Caracoles;Rupa Rupa;462;14;;-78.68993348699996;-5.899645223999926;INEI
060603;Choros;Mirador;Rupa Rupa;860;10;;;;
060603;Choros;Choros;Rupa Rupa;488;8;PUEBLO;-78.69371940699995;-5.90136001299993;IGN
060603;Choros;Monte Redondo;Rupa Rupa;470;7;ANEXO;-78.70057487099996;-5.860119422999958;IGN
060603;Choros;Carrisillo;Rupa Rupa;488;6;;-78.69665036199996;-5.891618973999925;INEI
060603;Choros;Puquio;Rupa Rupa;884;6;;;;
060603;Choros;El Caimito;Rupa Rupa;506;3;;-78.69980073699998;-5.9169490989999645;INEI
060603;Choros;Sanaque;Rupa Rupa;468;0;ANEXO;-78.69992773399997;-5.878003906999936;IGN
060603;Choros;Nuevo Horizonte;Rupa Rupa;473;0;;-78.69234336199997;-5.901868348999926;INEI
060603;Choros;Naranjos;Rupa Rupa;1334;0;;;;
060603;Choros;Guayanshe;Rupa Rupa;475;0;;-78.69139723699999;-5.897244223999962;INEI
060604;Cujillo;Yunchaco;Yunga fluvial;1750;384;OTROS;-78.55337936499996;-6.150391559999946;IGN
060604;Cujillo;Cujillo;Yunga fluvial;1598;324;PUEBLO;-78.57347654599994;-6.106396926999935;IGN
060604;Cujillo;El Pago;Yunga fluvial;1882;272;OTROS;-78.55698046799995;-6.163238280999963;INEI
060604;Cujillo;Cunuat;Yunga fluvial;1613;206;ANEXO;-78.54430516299999;-6.118665489999955;IGN
060604;Cujillo;El Rollo;Yunga fluvial;1737;184;CASERÃO;-78.53588281199995;-6.1362109379999765;INEI
060604;Cujillo;San Francisco;Yunga fluvial;1600;172;CASERÃO;-78.55777929699997;-6.102621093999971;IGN
060604;Cujillo;Contulian;Yunga fluvial;2047;168;CASERÃO;-78.55320607899995;-6.166848640999945;INEI
060604;Cujillo;Nuevo Oriente;Yunga fluvial;2190;148;CASERÃO;-78.55997851499995;-6.1719414059999735;INEI
060604;Cujillo;Nueva Union;Yunga fluvial;2236;97;CASERÃO;-78.54157226499996;-6.178003905999958;INEI
060604;Cujillo;Quilucat;Yunga fluvial;1762;96;;-78.51969923699994;-6.113249848999942;INEI
060604;Cujillo;El Rayme;Yunga fluvial;1717;87;;-78.53900548699994;-6.141853973999957;INEI
060604;Cujillo;Nuevo Collaque;Rupa Rupa;1252;83;;;;
060604;Cujillo;Paraiso;Rupa Rupa;978;57;CASERÃO;-78.59077162999995;-6.0916759459999525;IGN
060604;Cujillo;El Mojon;Yunga fluvial;1839;25;;-78.53774998699998;-6.131999848999953;INEI
060604;Cujillo;Nuevo Malleta;Rupa Rupa;549;17;;-78.61345936199996;-6.082728723999935;INEI
060604;Cujillo;Caña Brava;Yunga fluvial;1760;6;;;;
060604;Cujillo;Agua Turbia;Rupa Rupa;977;3;UNID. AGROPECUARIA;-78.59903124999994;-6.1184609379999415;INEI
060604;Cujillo;Cujillo;Rupa Rupa;1421;1;PUEBLO;-78.57347654599994;-6.106396926999935;IGN
060604;Cujillo;Siempre Viva;Rupa Rupa;509;0;UNID. AGROPECUARIA;-78.58038460099993;-6.081158169999981;IGN
060604;Cujillo;Hospital;Yunga fluvial;1615;0;UNID. AGROPECUARIA;-78.54233007799996;-6.090308593999964;INEI
060604;Cujillo;Cujillurco;Yunga fluvial;1842;0;;;;
060604;Cujillo;Quivillago;Rupa Rupa;719;0;UNID. AGROPECUARIA;-78.61694921899993;-6.113519530999952;INEI
060601;Cutervo;Cutervo;Quechua;2665;21220;CIUDAD;-78.81791992199999;-6.378980468999941;IGN
060601;Cutervo;Lanche;Quechua;2592;891;;-78.83946982399993;-6.329904438999961;IGN
060601;Cutervo;Urcurume;Quechua;2673;661;;-78.86564222999993;-6.393693053999925;IGN
060601;Cutervo;Cachacara;Quechua;2794;627;CASERÃO;-78.85978906199995;-6.419916015999945;IGN
060601;Cutervo;Sumidero;Quechua;2585;622;CASERÃO;-78.74574623999996;-6.4100964079999585;IGN
060601;Cutervo;Chacaf;Quechua;2795;585;;-78.84596611199999;-6.427722849999952;INEI
060601;Cutervo;Chugur;Quechua;2848;559;CASERÃO;-78.85295941099997;-6.36666589999993;IGN
060601;Cutervo;Mamabamba;Yunga fluvial;2090;543;CASERÃO;-78.91804644899997;-6.299018086999979;IGN
060601;Cutervo;Santa Clara De Camse;Yunga fluvial;2150;517;;-78.89130273699999;-6.292980348999947;INEI
060601;Cutervo;Conday A Lto;Quechua;2740;510;;-78.84782248699997;-6.384027224999954;INEI
060601;Cutervo;La Colca;Quechua;2494;498;CASERÃO;-78.72077097499994;-6.377720718999967;IGN
060601;Cutervo;Patahuaz;Quechua;2450;495;CASERÃO;-78.77750585899997;-6.433611328999973;INEI
060601;Cutervo;Sinchimache;Yunga fluvial;1850;487;CASERÃO;-78.95844411299998;-6.279988690999971;IGN
060601;Cutervo;Luspampa;Quechua;2710;470;CASERÃO;-78.76748437499998;-6.547296874999972;INEI
060601;Cutervo;Union Bellavista De Camse;Yunga fluvial;2282;429;;-78.89232223699997;-6.300554598999952;INEI
060601;Cutervo;Cullanmayo;Quechua;2647;420;;-78.80501948699998;-6.418179724999959;INEI
060601;Cutervo;Las Palmas De Tingayoc;Yunga fluvial;2078;419;CASERÃO;-78.76469921899997;-6.520572264999942;IGN
060601;Cutervo;Vista Alegre De Camse;Yunga fluvial;2175;406;;-78.89085298699996;-6.305935223999938;INEI
060601;Cutervo;Adcuñad;Quechua;2519;385;;;;
060601;Cutervo;Salabamba;Quechua;2740;384;CASERÃO;-78.79180468699997;-6.45329101599998;INEI
060601;Cutervo;Culluna;Quechua;2800;383;;-78.83777636199994;-6.369797349999942;INEI
060601;Cutervo;Ambulco Grande;Quechua;2689;372;CASERÃO;-78.78056049799994;-6.419155151999973;IGN
060601;Cutervo;Conga De Allanga;Quechua;2664;357;CASERÃO;-78.85111610099995;-6.403160860999947;IGN
060601;Cutervo;Trigopampa;Quechua;2505;353;CASERÃO;-78.75912499999998;-6.532783202999951;INEI
060601;Cutervo;Aullan;Yunga fluvial;2280;348;;;;
060601;Cutervo;Rejopampa;Quechua;2642;346;CASERÃO;-78.73264648499998;-6.401740233999931;INEI
060601;Cutervo;Chibulgan;Quechua;2373;340;CASERÃO;-78.91855664099995;-6.305902343999946;IGN
060601;Cutervo;Libertad De Naranjito;Yunga fluvial;1846;337;;-78.89830323699994;-6.3224110989999645;INEI
060601;Cutervo;Valle Callacate;Yunga fluvial;1501;331;;-78.91281361199998;-6.378100099999926;INEI
060601;Cutervo;El Lirio;Quechua;2862;324;CASERÃO;-78.84116796899997;-6.414957030999972;INEI
060601;Cutervo;Ambulco Chico;Quechua;2513;315;CASERÃO;-78.77379308399998;-6.4129231049999476;IGN
060601;Cutervo;Cruz Roja;Quechua;2564;312;CASERÃO;-78.86836418299998;-6.416981436999947;IGN
060601;Cutervo;La Congona;Quechua;2666;286;;-78.78632523699997;-6.46719397499993;INEI
060601;Cutervo;Yacancate;Yunga fluvial;2074;283;;-78.88697273699995;-6.41442834999998;INEI
060601;Cutervo;Rodiopampa;Quechua;2683;279;;-78.85316986199996;-6.405007724999962;INEI
060601;Cutervo;Raime;Quechua;2714;278;CASERÃO;-78.80768464199997;-6.417639901999962;IGN
060601;Cutervo;Añalcate;Quechua;2836;277;;;;
060601;Cutervo;Huichud;Quechua;2353;264;CASERÃO;-78.90394335899998;-6.335923827999977;INEI
060601;Cutervo;La Penca;Yunga fluvial;2157;262;CASERÃO;-78.94948268799999;-6.277777588999925;IGN
060601;Cutervo;Huangashanga;Quechua;2752;260;;;;
060601;Cutervo;Chaullacocha;Quechua;2675;255;;-78.83931048699998;-6.399369099999944;INEI
060601;Cutervo;Añico;Quechua;2639;253;;;;
060601;Cutervo;La Cascarilla;Yunga fluvial;2237;253;;-78.90905123699997;-6.348653849999948;INEI
060601;Cutervo;Nuevo Laurel;Quechua;2691;249;;-78.80753336199996;-6.392355474999931;INEI
060601;Cutervo;Huacacorral;Quechua;2608;246;;-78.82974761199995;-6.408934724999938;INEI
060601;Cutervo;Yatun;Yunga fluvial;2149;245;CASERÃO;-78.75638476499995;-6.366966779999927;IGN
060601;Cutervo;Corrales;Quechua;2666;243;CASERÃO;-78.73240820299998;-6.3978417969999555;INEI
060601;Cutervo;El Arenal;Quechua;2629;237;;;;
060601;Cutervo;Rambran;Quechua;2491;237;CASERÃO;-78.77338085899999;-6.435667968999951;IGN
060601;Cutervo;Chupicamonte;Yunga fluvial;2170;232;CASERÃO;-78.89940329499996;-6.288089842999966;IGN
060601;Cutervo;Sahual Pampa;Yunga fluvial;2206;229;;-78.90490336199997;-6.355373099999952;INEI
060601;Cutervo;San Cristobal De Nudillo;Quechua;2808;228;;-78.86775973699997;-6.34361897499997;INEI
060601;Cutervo;Alto Triunfo;Quechua;2766;222;CASERÃO;-78.75297656199996;-6.3796660159999306;INEI
060601;Cutervo;Allanga Baja;Quechua;2459;221;;-78.86108589999998;-6.39867322799995;IGN
060601;Cutervo;San Felipe;Quechua;2752;216;;-78.78327686199998;-6.4088317249999704;INEI
060601;Cutervo;Callacate Sahual;Yunga fluvial;1825;214;CASERÃO;-78.91826139299997;-6.359861687999967;IGN
060601;Cutervo;Muñuño;Yunga fluvial;2267;212;;;;
060601;Cutervo;La Jayua;Quechua;2310;212;;-78.76190625999999;-6.480793122999955;IGN
060601;Cutervo;La Succha;Quechua;2375;209;CASERÃO;-78.78222879799995;-6.35411073399996;IGN
060601;Cutervo;Chocopampa;Quechua;2942;209;;;;
060601;Cutervo;Alifiaco;Quechua;2756;205;;;;
060601;Cutervo;Lanche Conga;Quechua;2810;202;CASERÃO;-78.79167578099998;-6.446992187999967;INEI
060601;Cutervo;San Lorenzo;Quechua;2805;199;CASERÃO;-78.81619833299999;-6.348376936999955;IGN
060601;Cutervo;Valle Conday;Quechua;2623;192;;-78.82857036199994;-6.393109224999932;INEI
060601;Cutervo;La Llica;Quechua;2639;192;CASERÃO;-78.77697746499996;-6.453235392999943;IGN
060601;Cutervo;Vista Alegre De La Sola;Quechua;2556;186;CASERÃO;-78.74413671799994;-6.381589842999972;INEI
060601;Cutervo;Cuguid;Yunga fluvial;1869;186;;-78.89170761199995;-6.408431599999972;INEI
060601;Cutervo;Carhuacruz;Quechua;2805;185;;-78.77027923699995;-6.424275224999974;INEI
060601;Cutervo;Santa Rosa De Tapo;Quechua;2631;175;;-78.78133048699993;-6.316133473999969;INEI
060601;Cutervo;Yamapaccha;Quechua;2642;174;;-78.79451948699995;-6.4634393499999305;INEI
060601;Cutervo;Llipa;Quechua;2593;171;;-78.77376948699998;-6.325220723999962;INEI
060601;Cutervo;Lijadero;Yunga fluvial;2082;170;;-78.91064111299994;-6.2710289739999325;INEI
060601;Cutervo;Cajeron;Quechua;2626;170;;-78.82287036199995;-6.311739723999949;INEI
060601;Cutervo;Sanicullo Alto;Yunga fluvial;1681;169;;-78.95832036299998;-6.310279223999942;INEI
060601;Cutervo;Alto Capulcan;Quechua;2442;167;;-78.89345473699996;-6.397642849999954;INEI
060601;Cutervo;Nuevo Oriente;Yunga fluvial;2294;166;;;;
060601;Cutervo;Misquirume;Yunga fluvial;2057;165;;-78.92982036199999;-6.290619098999969;INEI
060601;Cutervo;Payac;Yunga fluvial;2166;160;CASERÃO;-78.89913387099995;-6.343129866999959;IGN
060601;Cutervo;Chipuluc;Quechua;2601;155;CASERÃO;-78.82559760899994;-6.334493516999942;IGN
060601;Cutervo;La Paccha;Quechua;2427;153;CASERÃO;-78.80866650799999;-6.327525800999979;IGN
060601;Cutervo;El Verde;Quechua;2475;149;CASERÃO;-78.82331065799997;-6.32259419199994;IGN
060601;Cutervo;Lirio Chico;Quechua;2725;146;;-78.85516986199997;-6.409679599999947;INEI
060601;Cutervo;Las Palmas De Muichud;Quechua;2535;144;;;;
060601;Cutervo;Huacallac;Quechua;2761;143;CASERÃO;-78.83769483599997;-6.381041983999978;INEI
060601;Cutervo;Naranjo De Payac;Yunga fluvial;2252;143;;-78.88316736199994;-6.370567724999944;INEI
060601;Cutervo;Payac Muñono;Yunga fluvial;2241;140;CASERÃO;-78.89913387099995;-6.343129866999959;IGN
060601;Cutervo;El Chirimoyo;Yunga fluvial;1622;136;;-78.96853911299996;-6.277070223999942;INEI
060601;Cutervo;Succhayo;Quechua;2628;136;;-78.79303836199995;-6.388890224999955;INEI
060601;Cutervo;Nuevo Capulcan;Yunga fluvial;2138;135;;-78.89648686199996;-6.40528597499997;INEI
060601;Cutervo;Quinshapa;Quechua;2741;135;;-78.83747086199998;-6.425754224999935;INEI
060601;Cutervo;Valle Huichud;Yunga fluvial;2004;133;CASERÃO;-78.90394335899998;-6.335923827999977;INEI
060601;Cutervo;Libertad Pan De Azucar;Yunga fluvial;2171;131;;-78.90717973799997;-6.27489047399996;INEI
060601;Cutervo;El Cardon;Quechua;2361;130;CASERÃO;-78.80368087899996;-6.4722319259999495;IGN
060601;Cutervo;Caramarca Chico;Quechua;2815;127;;-78.86384088999995;-6.372076977999939;IGN
060601;Cutervo;La Mascara;Quechua;2709;121;;-78.83249373699994;-6.413053849999926;INEI
060601;Cutervo;Nueva Congona;Quechua;2420;109;;-78.75951473699996;-6.3686265999999705;INEI
060601;Cutervo;Yangachi;Quechua;2319;107;;-78.77336986199998;-6.338365848999956;INEI
060601;Cutervo;Chugurmayo;Quechua;2857;103;;-78.72928961199995;-6.398763349999967;INEI
060601;Cutervo;Valle Chugur Mayo;Quechua;2747;103;;-78.74026061199999;-6.409146849999956;INEI
060601;Cutervo;San Luis De Purapuran;Quechua;2593;102;;-78.83713073699994;-6.408365849999939;INEI
060601;Cutervo;Sauce;Yunga fluvial;2018;102;;;;
060601;Cutervo;La Colpa;Quechua;2677;100;CASERÃO;-78.73741601599994;-6.4128691409999306;INEI
060601;Cutervo;Santa Rosa De Huichud;Quechua;2643;98;;-78.87734961199999;-6.3000605989999485;INEI
060601;Cutervo;El Eucalipto;Yunga fluvial;1988;97;CASERÃO;-78.97042773399994;-6.2849609379999265;INEI
060601;Cutervo;El Mito;Quechua;2437;97;CASERÃO;-78.80098323699997;-6.477662975999976;IGN
060601;Cutervo;Vista Alegre De Yangachis;Quechua;2546;95;;-78.76700973699997;-6.344039099999975;INEI
060601;Cutervo;La Sola;Quechua;2351;93;CASERÃO;-78.73082622099997;-6.360572149999939;IGN
060601;Cutervo;Buenos Aires;Quechua;2394;93;;;;
060601;Cutervo;Tuyo Tuyo;Quechua;2467;93;;-78.80624798699995;-6.3411130989999265;INEI
060601;Cutervo;Culla;Yunga fluvial;2290;92;;-78.74248961199999;-6.34680547499994;INEI
060601;Cutervo;Pampa Grande;Yunga fluvial;2249;89;;;;
060601;Cutervo;Sanicullo Bajo;Rupa Rupa;1342;89;;-78.94288523699998;-6.330931849999956;INEI
060601;Cutervo;La Palma Del Verde;Quechua;2616;86;;-78.85356636199998;-6.3268729739999685;INEI
060601;Cutervo;Valle Yatun;Yunga fluvial;2109;84;CASERÃO;-78.75638476499995;-6.366966779999927;IGN
060601;Cutervo;Sadin;Quechua;2535;83;;-78.80243948699996;-6.35691984999994;INEI
060601;Cutervo;Angurra;Quechua;2799;81;CASERÃO;-78.85749218799998;-6.346046874999956;IGN
060601;Cutervo;El Rejo;Quechua;2354;81;CASERÃO;-78.81779687499994;-6.477921874999936;INEI
060601;Cutervo;Flor Del Sol;Quechua;2907;81;;;;
060601;Cutervo;Valle El Rejo;Quechua;2354;77;CASERÃO;-78.81779687499994;-6.477921874999936;INEI
060601;Cutervo;Misha;Quechua;3068;74;CASERÃO;-78.89094803799998;-6.33504850099996;IGN
060601;Cutervo;La Union;Quechua;2832;71;;;;
060601;Cutervo;Paco Pampa;Yunga fluvial;2284;70;CASERÃO;-78.76899609299994;-6.504960936999964;INEI
060601;Cutervo;Tambillo;Quechua;3012;67;CASERÃO;-78.75968554699995;-6.461591796999926;INEI
060601;Cutervo;Luscate;Quechua;2748;64;CASERÃO;-78.76349768699998;-6.468016018999947;IGN
060601;Cutervo;Cachulque;Quechua;2356;62;CASERÃO;-78.76767621199997;-6.385465003999968;IGN
060601;Cutervo;Yerbabuena;Quechua;2593;60;;;;
060601;Cutervo;Nudillo;Quechua;2600;59;CASERÃO;-78.86669624799998;-6.344576697999969;INEI
060601;Cutervo;Paraiso;Quechua;2913;58;;;;
060601;Cutervo;Alto Chaquil;Quechua;2738;57;;-78.81069923699994;-6.382659974999967;INEI
060601;Cutervo;Nueva Union De Sumidero;Quechua;2603;57;;-78.76763861199998;-6.4130623499999615;INEI
060601;Cutervo;Caramarca Grande;Quechua;2653;45;CASERÃO;-78.71658398499994;-6.393019530999936;IGN
060601;Cutervo;El Morero;Rupa Rupa;1209;43;;-78.96983398799995;-6.273697098999946;INEI
060601;Cutervo;La Shita;Yunga fluvial;2248;41;CASERÃO;-78.94680273399996;-6.289814453999952;IGN
060601;Cutervo;Nuevo Porvenir El Espino;Yunga fluvial;1912;39;;;;
060601;Cutervo;Palma El Mirador;Quechua;2952;38;;;;
060601;Cutervo;Yacuchingana;Quechua;2611;31;;-78.83883405799997;-6.39899111099993;IGN
060601;Cutervo;Pachachaca;Quechua;2812;25;;-78.82558623699998;-6.376414349999948;INEI
060601;Cutervo;Nuevo Oriente;Quechua;2657;23;;;;
060601;Cutervo;Santa Rosa De Sumidero;Quechua;2618;23;;-78.75730486199996;-6.413456849999932;INEI
060601;Cutervo;Mangalpa;Yunga fluvial;2083;15;CASERÃO;-78.92551270399997;-6.31429974699995;IGN
060601;Cutervo;San Pedro De Tinyayoc;Yunga fluvial;2168;0;;-78.77181048699998;-6.5128005999999345;INEI
060605;La Ramada;La Ramada;Yunga fluvial;2131;576;PUEBLO;-78.55615624999996;-6.211894530999928;INEI
